productID,product_title,image_url
4060531,Nykaa Naturals Glow Boosting Skin Potion + Anti- Ageing Skin Potion Face Oil,https://www.nykaa.com/nykaa-naturals-glow-boosting-skin-potion-anti-ageing-skin-potion-face-oil/p/4060531
4060539,Nykaa Naturals Clay It Cool Daily Detox Clay Mask + Perfect Glow Clay Mask for Supple Skin,https://www.nykaa.com/nykaa-naturals-clay-it-cool-daily-detox-clay-mask-perfect-glow-clay-mask/p/4060539
4148779,Nykaa Naturals Charcoal & Bamboo Shampoo And Hair Wrap Combo,https://www.nykaa.com/nykaa-naturals-charcoal-bamboo-shampoo-and-hair-wrap-combo/p/4148779
417929,Nykaa BlendPro Powder Stippling Makeup Brush,https://www.nykaa.com/nykaa-skin-secrets-sheet-mask/p/417929
41880,NYX Professional Makeup Liquid Suede Cream Lipstick,https://www.nykaa.com/nyx-professional-makeup-liquid-suede-cream-lipstick/p/41880
42085,NYX Professional Makeup Pore Filler,https://www.nykaa.com/nyx-professional-makeup-pore-filler/p/42085
42114,NYX Professional Makeup Wonder Stick,https://www.nykaa.com/nyx-professional-makeup-wonder-stick/p/42114
42142,NYX Professional Makeup Born To Glow Liquid Illuminator,https://www.nykaa.com/nyx-professional-makeup-born-to-glow-liquid-illuminator/p/42142
422905,Nykaa Serial Kisser Lip Balm - Raspberry,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-raspberry/p/422905
422906,Nykaa Serial Kisser Lip Balm - Pomegranate,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-pomegranate/p/422906
422909,Nykaa Serial Kisser Lip Balm - Pinacolada,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-pinacolada/p/422909
422911,Nykaa Serial Kisser Lip Balm - Grape,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-grape/p/422911
4283093,Nykaa Naturals Mini Shampoo,https://www.nykaa.com/nykaa-naturals-mini-shampoo/p/4283093
4315900,Nykaa Love Struck Tender Touch Shower Gel + Body Lotion + Perfume,https://www.nykaa.com/nykaa-naturals-love-struck-tender-touch-shower-gel-body-lotion-perfume/p/4315900
435111,L'Oreal Paris Flash Cat Eye Eyeliner - Black,https://www.nykaa.com/l-oreal-paris-flash-cat-eye-eyeliner-black/p/435111
435129,Maybelline New York Shine Compulsion Lipstick,https://www.nykaa.com/maybelline-new-york-shine-compulsion-lipstick/p/435129
